EntryID,taxonomyID,taxon_name,umap_x,umap_y,kmeans_cluster
F4K9K2,3702,A. thaliana,10.399106,3.0733082,6
Q93ZY2,3702,A. thaliana,6.671152,4.9388185,14
Q9SK32,3702,A. thaliana,7.8609996,7.352544,1
Q9SGS2,3702,A. thaliana,10.823059,3.150459,6
Q9M8J3,3702,A. thaliana,10.49915,6.331583,19
Q8L7B5,3702,A. thaliana,13.609813,8.956782,13
O64490,3702,A. thaliana,13.530886,7.668879,13
Q9SJX8,3702,A. thaliana,14.138767,6.8493357,18
Q9XFM6,3702,A. thaliana,11.309342,7.453523,0
Q8L840,3702,A. thaliana,10.607945,3.6588247,6
O04590,3702,A. thaliana,13.421842,8.730702,12
Q3EDL4,3702,A. thaliana,14.987844,6.3486385,17
P46639,3702,A. thaliana,13.29084,7.4405494,13
Q6LA43,3702,A. thaliana,7.4278374,14.288954,2
P47998,3702,A. thaliana,11.841258,5.3258157,11
Q9M1Y7,3702,A. thaliana,13.32061,5.4311566,11
Q9ZS97,3702,A. thaliana,13.83495,5.425558,12
Q6LA42,3702,A. thaliana,9.980563,8.212035,17
Q07488,3702,A. thaliana,9.161767,5.762897,11
Q9FHF4,3702,A. thaliana,10.832094,6.802352,0
Q9XFR9,3702,A. thaliana,13.100232,4.1369996,13
Q9FLZ5,3702,A. thaliana,10.324751,4.316805,16
Q9ZW27,3702,A. thaliana,3.544497,-3.5670364,17
Q9ZVQ6,3702,A. thaliana,12.157925,2.0084732,10
Q9FHB8,3702,A. thaliana,13.4271145,8.1230955,13
Q9FLZ6,3702,A. thaliana,11.631475,4.1086235,11
Q9LYT3,3702,A. thaliana,14.040048,7.651633,13
Q6ID97,3702,A. thaliana,7.591199,16.482187,3
Q9M1J7,3702,A. thaliana,13.7263565,3.787047,15
Q7XA67,3702,A. thaliana,8.891934,7.268963,19
O04046,3702,A. thaliana,12.334536,6.161024,15
Q38827,3702,A. thaliana,12.343682,3.3487103,17
F4HUN4,3702,A. thaliana,11.063419,3.736825,9
Q9M1Z3,3702,A. thaliana,11.062877,7.684214,19
Q84K46,3702,A. thaliana,11.490494,9.908999,6
Q9ZVC7,3702,A. thaliana,9.7592535,5.827848,17
Q940L5,3702,A. thaliana,10.029748,5.2969356,19
Q949S5,3702,A. thaliana,10.692091,6.2123284,17
F4I312,3702,A. thaliana,9.950419,2.9878173,8
Q93VT9,3702,A. thaliana,10.478675,10.587575,2
Q9LEW3,3702,A. thaliana,9.451858,8.3622875,2
A8MR03,3702,A. thaliana,7.5143666,8.905397,16
Q93Z08,3702,A. thaliana,1.1154939,-3.1720595,3
Q9SVR1,3702,A. thaliana,14.578591,5.5489125,17
O80990,3702,A. thaliana,13.001723,5.918213,12
Q93ZV7,3702,A. thaliana,13.386818,4.910245,12
Q9M8Z5,3702,A. thaliana,11.539528,7.5187054,0
F4IF36,3702,A. thaliana,16.956545,9.75495,15
Q5E915,3702,A. thaliana,7.4335523,14.281006,0
O80831,3702,A. thaliana,12.161196,16.408432,18
Q56X52,3702,A. thaliana,14.371691,10.555044,17
F4KDM9,3702,A. thaliana,10.666593,7.0802875,17
Q94AY1,3702,A. thaliana,8.394953,8.1294365,16
F4J819,3702,A. thaliana,10.640985,4.5188217,15
Q9LZH9,3702,A. thaliana,9.870972,10.688993,2
Q9LPZ0,3702,A. thaliana,14.015009,7.7911916,13
P46644,3702,A. thaliana,4.7649755,1.9671216,14
Q9C5V6,3702,A. thaliana,9.593078,8.576594,0
Q9C9I5,3702,A. thaliana,9.512261,6.448398,15
Q8L9M7,3702,A. thaliana,13.483706,8.156959,13
Q9ZUG4,3702,A. thaliana,10.1964035,7.978114,15
F4KHU8,3702,A. thaliana,12.343527,6.3578043,0
Q9LQP9,3702,A. thaliana,8.400852,6.6098814,19
Q8RXN6,3702,A. thaliana,4.9327884,1.9683695,14
Q94KD3,3702,A. thaliana,12.374316,3.3973315,17
Q6NQ74,3702,A. thaliana,8.952266,7.4867754,2
Q8L7W0,3702,A. thaliana,11.042035,4.0943265,6
Q39237,3702,A. thaliana,12.830149,7.6381545,13
O80654,3702,A. thaliana,14.688339,6.6916137,12
O22775,3702,A. thaliana,11.597892,7.4343867,18
Q9SL41,3702,A. thaliana,8.706929,17.377214,17
F4JY76,3702,A. thaliana,10.424959,10.474937,2
Q9LVW4,3702,A. thaliana,4.8149233,1.9691943,14
Q9SCT4,3702,A. thaliana,12.741666,7.8690357,13
P49227,3702,A. thaliana,9.623887,2.3807616,5
Q8LDL0,3702,A. thaliana,9.666907,6.51987,0
Q9FH98,3702,A. thaliana,8.603241,7.5920563,2
Q9SK09,3702,A. thaliana,14.789499,4.8227224,12
Q9FYE1,3702,A. thaliana,6.69214,8.668816,15
Q9SZ83,3702,A. thaliana,9.115686,5.93904,18
Q9FKD7,3702,A. thaliana,10.580042,10.818851,2
P0CJ46,3702,A. thaliana,9.430975,3.78905,8
O23277,3702,A. thaliana,14.485688,5.1600275,12
Q9LI84,3702,A. thaliana,11.025947,0.3651551,19
Q8S929,3702,A. thaliana,9.780668,2.8663507,8
Q949Z3,3702,A. thaliana,14.660459,4.8902636,12
Q9FN19,3702,A. thaliana,8.394663,4.416372,19
P48523,3702,A. thaliana,8.32037,8.636978,16
Q94KB4,3702,A. thaliana,8.406406,7.2177563,19
Q9SID1,3702,A. thaliana,14.284669,6.5659018,17
Q8LF20,3702,A. thaliana,7.7359786,5.172141,0
Q94K07,3702,A. thaliana,10.356193,6.895385,2
Q8GWT7,3702,A. thaliana,12.652552,6.4617596,11
C0LGT6,3702,A. thaliana,11.052958,5.8720484,15
P24101,3702,A. thaliana,13.9058895,8.08098,13
O23049,3702,A. thaliana,10.187864,10.0804,2
Q9M297,3702,A. thaliana,9.128592,7.469831,2
Q9ZSL6,3702,A. thaliana,14.196101,5.4844804,12
F4HXP9,3702,A. thaliana,8.748419,7.6036873,2
Q9FFT9,3702,A. thaliana,13.34662,10.157162,15
Q9SXD8,3702,A. thaliana,3.1058922,1.7847606,16
Q9LVQ9,3702,A. thaliana,12.338403,5.4227533,12
A0A1P8BAS1,3702,A. thaliana,7.6132,4.7867165,17
Q9SJM3,3702,A. thaliana,13.000753,10.2541,17
Q9ZU51,3702,A. thaliana,13.244705,7.4519014,12
Q9FGN8,3702,A. thaliana,8.8599415,7.201893,17
F4HRT5,3702,A. thaliana,13.074232,10.282678,0
Q9C9J8,3702,A. thaliana,10.570131,6.2183924,17
Q8LFL8,3702,A. thaliana,11.06105,7.7243667,17
F4INE2,3702,A. thaliana,9.259091,8.320906,0
Q9STI7,3702,A. thaliana,7.5514784,9.152767,16
Q84JH7,3702,A. thaliana,9.322592,6.575962,2
Q41975,3702,A. thaliana,10.317889,-8.083282,15
Q8LF21,3702,A. thaliana,12.995344,7.1006627,18
Q9LZL3,3702,A. thaliana,7.249539,6.509624,16
Q84WI4,3702,A. thaliana,8.631967,3.97247,19
Q9SIB4,3702,A. thaliana,14.436367,6.5727806,12
Q944L3,3702,A. thaliana,10.978628,4.376154,9
Q9LPZ4,3702,A. thaliana,12.014164,5.272067,0
O80839,3702,A. thaliana,13.711302,3.7200532,19
