EntryID,taxonomyID,roothog_id,umap_x,umap_y
C9K074,9606,0.0,-5.2210813,1.72428
C9JEN1,9606,780264.0,0.61524975,3.4503462
M0R307,9606,802823.0,-6.2960253,3.0282018
E9PQV1,9606,729901.0,-2.4767926,2.4895127
P10911,9606,789596.0,-1.197937,0.24700788
D6RH20,9606,752383.0,-1.3447394,-0.31907335
H0Y4R1,9606,1027312.0,0.22055745,-4.101513
Q96PU4,9606,778401.0,-1.7115023,-0.009981965
A8MTF4,9606,0.0,-2.3161235,2.491328
A0A087X1S6,9606,0.0,-1.101679,0.42905217
Q96AY4,9606,789525.0,-0.8647537,0.9341486
Q9H5Q4,9606,756021.0,-0.6296501,0.34814036
C9JQU7,9606,780310.0,-4.880611,1.7842395
P36578,9606,802082.0,-1.7435101,-3.9916134
Q5SYW2,9606,0.0,-2.0315657,1.9511787
Q9P016,9606,805527.0,0.3492631,-0.011882324
Q86VD1,9606,729705.0,-1.1030312,0.6626049
Q7Z7B1,9606,803525.0,2.0591235,-1.2298782
A0A024R6G5,9606,,-5.5300527,1.7792624
F8VZP4,9606,0.0,-2.9449122,1.4831299
Q8TEV9,9606,759288.0,-1.09734,1.2192057
P22760,9606,794011.0,0.33270577,2.2841442
F5H1C8,9606,0.0,-0.012413454,1.7321383
Q6EIG7,9606,732096.0,1.7148689,3.4711652
B1ALM4,9606,0.0,0.934501,1.2233993
O14981,9606,803301.0,-1.2375829,0.007764603
Q15761,9606,746380.0,-8.000776,-0.8078609
Q6XLA1,9606,,-6.333138,2.9437294
K7EKE6,9606,0.0,1.0570815,-4.767739
C9JT45,9606,804892.0,1.0495508,-3.61635
A0A2R8YD50,9606,0.0,1.0902541,-3.1283572
H0Y875,9606,0.0,1.645307,0.3289959
Q2M2Z5,9606,736653.0,-2.3782847,2.0365818
Q9Y5G9,9606,763064.0,1.9536387,2.726755
Q9C0I3,9606,746570.0,-2.0114625,1.9825385
A0A348FV93,9606,0.0,-1.1888885,2.0063493
Q70YC4,9606,737959.0,-6.4215155,3.050531
Q96N19,9606,793177.0,0.6095741,1.5084823
Q9BYN8,9606,759282.0,-2.3240333,-2.5743377
Q15369,9606,804618.0,0.028684793,-0.95851827
A2AAZ6,9606,,1.6084085,3.193198
O15033,9606,789350.0,0.710711,0.41994265
Q12959,9606,795444.0,1.8063004,0.6402838
Q9P0E6,9606,802436.0,-5.6392684,2.0313702
O14497,9606,761121.0,-2.8104978,1.4985142
H0Y931,9606,0.0,-1.6014308,0.42316422
Q92618,9606,747291.0,-2.8675513,2.3896556
A0A0A0MT09,9606,778635.0,-4.7936463,1.6845723
P30046,9606,756325.0,0.55047905,-3.1952074
O95661,9606,727135.0,-1.4928912,-0.6074195
Q13153,9606,792940.0,-1.2807398,-0.4798675
O76009,9606,736545.0,8.810655,-6.290812
Q99758,9606,802754.0,0.34187177,1.7560126
A0A3B3IRQ9,9606,0.0,0.45697132,0.7776751
E9PFF5,9606,0.0,-0.33152848,0.5949635
Q5T8R3,9606,793048.0,3.4044466,-0.4256306
J9JIE5,9606,0.0,-2.6454597,2.3215055
A4QPB0,9606,793040.0,1.0084193,0.2173036
P08861,9606,794303.0,1.29735,4.2211604
Q5VVJ2,9606,785226.0,0.31095126,1.0871881
Q13432,9606,801589.0,-4.190916,0.8662857
Q96LR4,9606,748254.0,0.5490645,3.8184206
H3BLT9,9606,0.0,-0.2918127,1.6866586
O95833,9606,805789.0,-1.0869244,-2.0810015
A0A087WTI6,9606,0.0,-3.1818004,2.1260078
Q96DT7,9606,748895.0,-2.7837887,2.1175394
Q9BPZ3,9606,758670.0,-2.366914,2.8432353
P10646,9606,739685.0,0.27725914,3.7479877
Q9ULD5,9606,732597.0,-2.5394835,2.3622746
Q96T53,9606,747210.0,0.6847852,1.0673845
B4DHE8,9606,0.0,-2.284215,0.6927299
A0A0A0MSK4,9606,778536.0,1.2628278,1.181773
Q7RTP6,9606,759669.0,1.1055745,1.1302193
Q9ULV8,9606,795465.0,0.61725014,1.3743105
A0A5H1ZRP5,9606,0.0,-4.067536,-3.0530856
Q13501,9606,784190.0,-1.3362031,1.442285
Q86WV2,9606,0.0,-2.387669,-2.9103374
Q8IZF3,9606,737081.0,0.99331427,1.9808431
Q99697,9606,761491.0,-3.019706,2.195377
P98194,9606,793026.0,2.867061,-1.4090523
Q05CH4,9606,,-0.15301229,1.7806833
Q9H6T3,9606,778200.0,-1.2275102,0.15692756
O15090,9606,745846.0,-3.126925,2.0313213
A0A024R7P2,9606,,1.1565117,1.1213602
O75078,9606,756321.0,2.0260644,1.4157214
Q6UWB4,9606,726668.0,1.1073903,3.8919666
A0A0A0MRW6,9606,0.0,0.60571516,1.3908876
P0C5J1,9606,814974.0,0.45035917,0.46538067
A0A087X0H5,9606,0.0,1.5840595,3.4369223
P49917,9606,802437.0,-0.18419372,-0.6941221
Q86WI3,9606,751374.0,-0.16047361,1.7542642
Q8N9I8,9606,,-2.4222994,2.4455922
A0A2R8YFK5,9606,0.0,-3.9584658,0.88748723
A0A2R8Y6N0,9606,0.0,-2.2998605,-0.80071294
Q7Z465,9606,737837.0,-0.24046117,1.5337224
D0VY79,9606,747315.0,-2.6790981,1.8118666
Q9NP58,9606,801531.0,2.8145177,-1.4249389
P40426,9606,0.0,-3.2443697,1.8536972
F8VRD2,9606,777987.0,-1.7738633,0.91192496
F5H0E3,9606,0.0,0.18782328,-0.828146
P10155,9606,812449.0,1.5719315,0.49167663
Q9H019,9606,746145.0,-2.2805753,1.6836169
F6Y2X3,9606,0.0,-0.9316527,1.3384926
P31948,9606,802529.0,-0.3026166,-1.4254822
A0A024RDE6,9606,,-4.240619,1.5859944
P68363,9606,1028112.0,-2.2781186,-9.056711
O75909,9606,794228.0,0.8599199,0.9253401
P59780,9606,0.0,2.6937044,0.634214
A0A5F9ZHW5,9606,0.0,-1.3961189,1.5810664
P13725,9606,730424.0,0.7559099,4.6544356
Q5VYD6,9606,0.0,-1.2349895,1.6282233
A0A024RC21,9606,728642.0,-2.7095597,2.058046
Q14416,9606,789365.0,2.3200023,0.041763395
Q9BSA4,9606,795768.0,0.5728985,1.4221655
Q9UDX5,9606,802035.0,-2.596886,-2.884341
A0PK11,9606,758993.0,2.0189395,-0.7614693
Q70CQ2,9606,781564.0,-1.5381156,0.4431104
P24539,9606,831155.0,-2.4007497,-2.9047608
E9PML7,9606,0.0,1.6294489,-2.7579126
Q9Y2M0,9606,811693.0,0.14301752,0.9117482
Q9Y296,9606,789195.0,2.6786072,0.79849195
Q8TCD1,9606,737793.0,-1.113617,1.1802464
A0A0B4J294,9606,0.0,2.7840033,0.8332106
Q13002,9606,813795.0,0.53250754,2.2133937
A0A1C9HIH9,9606,732271.0,1.6340591,3.1843822
Q8TE67,9606,746397.0,-0.4023328,1.5113444
S4R303,9606,0.0,-2.448155,2.2229733
A0A024QZD1,9606,,-1.6009861,-4.1445546
Q8N6S5,9606,729924.0,-0.4781812,1.7595779
A0A2R8Y7L2,9606,0.0,0.90048355,-3.1365955
A0A024R5Q8,9606,,-1.9401065,-0.11429264
P50613,9606,801468.0,-4.0586843,-3.0318155
H7C0R2,9606,0.0,0.28616968,-1.0981839
E9PFK5,9606,0.0,-0.38132885,0.54528826
Q969I3,9606,752751.0,-0.4451813,-0.4964901
J3JS69,9606,1027245.0,-5.454774,1.8679862
A0A1B0GWJ2,9606,0.0,-2.6277857,1.4566327
Q4G176,9606,792977.0,1.0200721,0.034036465
P47775,9606,752708.0,-8.381437,-0.9790197
O00144,9606,778376.0,2.3262722,0.024166616
Q5JW53,9606,754591.0,-1.9786055,1.8712178
E7ESY0,9606,,-0.8787004,-0.85132706
Q6IAU5,9606,808330.0,-1.4895375,-0.3050881
Q9NTX7,9606,746382.0,-2.5295331,1.595349
P17538,9606,794303.0,1.2642679,4.176693
Q6ZRY4,9606,745668.0,2.6682174,0.8662286
O95741,9606,801877.0,0.32506773,-1.69858
Q6UVY6,9606,804001.0,0.5827171,2.6559768
P30926,9606,755417.0,2.537814,1.7370809
X5DQN9,9606,745646.0,-2.870367,1.8688943
A0A024R7L8,9606,,-1.4742815,-0.8215708
Q00688,9606,804774.0,-1.1340483,-1.831873
Q59GP6,9606,739970.0,-1.4568071,1.6918372
A0A024R9G7,9606,,-2.5459406,0.60987216
Q13439,9606,761405.0,-1.7626567,0.9513517
O95294,9606,803578.0,1.3903325,1.1586581
A0A024RB17,9606,,1.183278,1.2130568
Q8N335,9606,1030684.0,1.7275442,-2.9251664
Q6P1J6,9606,769352.0,0.46303213,2.657077
G4XUV3,9606,,0.87003595,-5.372205
Q9NRA2,9606,793048.0,3.3874838,-0.40617058
O75175,9606,0.0,-2.9690104,0.9338851
Q14962,9606,,-6.3398223,2.9952087
Q2KHT4,9606,0.0,-0.24622537,1.7340397
Q546G0,9606,723483.0,1.670637,3.3371916
Q00537,9606,789912.0,-1.5054319,-0.59464306
I3L0N3,9606,0.0,-0.3397056,-0.8808191
A0A140VK29,9606,802222.0,1.9718448,-2.577707
Q96LT9,9606,815399.0,-1.5892856,0.53589517
Q8NDV7,9606,765480.0,-1.5113553,1.6614764
A2VDJ0,9606,747316.0,-2.1810048,2.063418
P60985,9606,729910.0,0.24636546,4.1170406
Q13087,9606,802127.0,1.0984411,2.2108927
Q8NA61,9606,733265.0,-2.488293,2.460563
Q6L8H4,9606,732109.0,-2.5752609,0.86865187
Q92785,9606,0.0,-3.1979594,1.0894761
Q8NBZ7,9606,801706.0,-0.6390837,-2.4718702
Q8NDG6,9606,778204.0,-1.4107766,0.055749483
H0YKT6,9606,,-4.9881372,0.95112175
A0A384P5S9,9606,0.0,-0.9782437,0.07475463
P43250,9606,793157.0,1.4226674,1.0645585
A0A1W2PRV5,9606,,-1.187097,1.2447664
P49757,9606,746071.0,-2.921015,0.77533096
O75342,9606,1033999.0,0.65635556,1.5827245
A0A0C4DG26,9606,0.0,-0.95214653,1.6354866
Q6P988,9606,781575.0,1.8174388,1.3546875
Q9NQI0,9606,746012.0,-2.0038989,-0.16325994
