EntryID,taxonomyID,roothog_id,umap_x,umap_y
C9K074,9606,0.0,13.578056,6.167619
C9JEN1,9606,780264.0,9.247382,6.150513
M0R307,9606,802823.0,18.56493,9.366216
E9PQV1,9606,729901.0,14.50575,9.4145155
P10911,9606,789596.0,12.068554,10.01149
D6RH20,9606,752383.0,11.386931,9.886563
H0Y4R1,9606,1027312.0,7.610237,11.794911
Q96PU4,9606,778401.0,12.029558,9.528243
A8MTF4,9606,0.0,14.442113,9.597498
A0A087X1S6,9606,0.0,12.12084,10.075766
Q96AY4,9606,789525.0,12.574303,10.389002
Q9H5Q4,9606,756021.0,11.518753,10.223271
C9JQU7,9606,780310.0,13.720024,6.518759
P36578,9606,802082.0,9.621141,13.625319
Q5SYW2,9606,0.0,14.012882,9.495626
Q9P016,9606,805527.0,11.902324,11.372695
Q86VD1,9606,729705.0,12.194571,9.994343
Q7Z7B1,9606,803525.0,8.308784,9.0255
A0A024R6G5,9606,,13.507196,5.799085
F8VZP4,9606,0.0,13.838321,8.664838
Q8TEV9,9606,759288.0,12.946638,10.042715
P22760,9606,794011.0,8.058512,7.5213456
F5H1C8,9606,0.0,13.207288,10.620451
Q6EIG7,9606,732096.0,8.638095,5.2083273
B1ALM4,9606,0.0,12.268798,11.818866
O14981,9606,803301.0,11.646179,9.855572
Q15761,9606,746380.0,6.084714,5.9013815
Q6XLA1,9606,,18.678732,9.394397
K7EKE6,9606,0.0,7.340646,12.930481
C9JT45,9606,804892.0,8.442974,12.13245
A0A2R8YD50,9606,0.0,8.750791,12.006587
H0Y875,9606,0.0,11.512669,12.70675
Q2M2Z5,9606,736653.0,14.01803,9.246954
Q9Y5G9,9606,763064.0,11.576382,15.178623
Q9C0I3,9606,746570.0,13.851381,9.442906
A0A348FV93,9606,0.0,14.125485,10.38346
Q70YC4,9606,737959.0,18.684845,9.42394
Q96N19,9606,793177.0,12.690842,11.292133
Q9BYN8,9606,759282.0,10.267294,9.021514
Q15369,9606,804618.0,10.457509,5.3088527
A2AAZ6,9606,,8.640345,5.2010665
O15033,9606,789350.0,11.89624,11.77209
Q12959,9606,795444.0,11.658752,12.601186
Q9P0E6,9606,802436.0,13.628007,5.852876
O14497,9606,761121.0,13.845347,8.773138
H0Y931,9606,0.0,12.162302,9.456744
Q92618,9606,747291.0,14.621107,8.996488
A0A0A0MT09,9606,778635.0,13.733708,6.6094513
P30046,9606,756325.0,8.561892,11.761749
O95661,9606,727135.0,13.625941,11.398936
Q13153,9606,792940.0,13.433626,11.322582
O76009,9606,736545.0,7.6154294,2.6612556
Q99758,9606,802754.0,8.389699,7.8613615
A0A3B3IRQ9,9606,0.0,12.376273,11.436868
E9PFF5,9606,0.0,12.388841,10.885992
Q5T8R3,9606,793048.0,6.6266494,9.048739
J9JIE5,9606,0.0,14.441523,9.082322
A4QPB0,9606,793040.0,11.625743,12.060581
P08861,9606,794303.0,7.572896,5.645389
Q5VVJ2,9606,785226.0,12.600637,11.232699
Q13432,9606,801589.0,13.141492,7.395432
Q96LR4,9606,748254.0,9.256438,6.0591626
H3BLT9,9606,0.0,8.7273035,5.3652196
O95833,9606,805789.0,9.04216,10.303804
A0A087WTI6,9606,0.0,14.306874,8.528648
Q96DT7,9606,748895.0,14.312271,8.937669
Q9BPZ3,9606,758670.0,15.547451,8.331493
P10646,9606,739685.0,9.468227,6.28751
Q9ULD5,9606,732597.0,14.366003,9.302905
Q96T53,9606,747210.0,11.482311,11.648884
B4DHE8,9606,0.0,12.94639,9.238187
A0A0A0MSK4,9606,778536.0,12.492077,12.179712
Q7RTP6,9606,759669.0,12.607079,11.971836
Q9ULV8,9606,795465.0,11.865429,11.380359
A0A5H1ZRP5,9606,0.0,14.130152,11.937349
Q13501,9606,784190.0,13.254762,10.017317
Q86WV2,9606,0.0,9.571611,9.0397215
Q8IZF3,9606,737081.0,8.005853,7.338516
Q99697,9606,761491.0,14.65095,8.897891
P98194,9606,793026.0,7.6483407,9.450539
Q05CH4,9606,,13.286702,10.56991
Q9H6T3,9606,778200.0,11.895054,10.055033
O15090,9606,745846.0,14.388687,8.713078
A0A024R7P2,9606,,12.29735,12.140596
O75078,9606,756321.0,12.563777,12.797467
Q6UWB4,9606,726668.0,7.8374767,5.8310485
A0A0A0MRW6,9606,0.0,11.203102,11.438027
P0C5J1,9606,814974.0,10.980457,11.41053
A0A087X0H5,9606,0.0,8.812342,5.4258018
P49917,9606,802437.0,10.911306,10.959095
Q86WI3,9606,751374.0,8.7022085,5.293459
Q8N9I8,9606,,14.418131,9.398624
A0A2R8YFK5,9606,0.0,13.145028,7.580701
A0A2R8Y6N0,9606,0.0,11.21769,8.948146
Q7Z465,9606,737837.0,12.970175,10.674295
D0VY79,9606,747315.0,14.143569,9.110794
Q9NP58,9606,801531.0,7.901632,8.451273
P40426,9606,0.0,14.286829,8.563127
F8VRD2,9606,777987.0,12.65975,9.573115
F5H0E3,9606,0.0,10.917786,11.302173
P10155,9606,812449.0,11.5894785,12.4276085
Q9H019,9606,746145.0,13.670358,9.237707
F6Y2X3,9606,0.0,13.03297,9.733392
P31948,9606,802529.0,10.37986,10.998931
A0A024RDE6,9606,,13.738832,7.2302933
P68363,9606,1028112.0,12.366336,18.112436
O75909,9606,794228.0,12.713823,11.7400255
P59780,9606,0.0,13.450672,2.105237
A0A5F9ZHW5,9606,0.0,13.613045,10.24736
P13725,9606,730424.0,9.574896,5.2329116
Q5VYD6,9606,0.0,13.428077,10.095695
A0A024RC21,9606,728642.0,13.897981,8.768827
Q14416,9606,789365.0,10.7623205,12.145978
Q9BSA4,9606,795768.0,8.868813,7.9714456
