EntryID,taxonomyID,roothog_id,umap_x,umap_y
C9K074,9606,0.0,-5.4837885,0.35167086
C9JEN1,9606,780264.0,-1.9016789,2.475776
M0R307,9606,802823.0,5.2630086,7.0127926
E9PQV1,9606,729901.0,-3.5749152,1.5137776
P10911,9606,789596.0,-1.3421658,-0.31372342
D6RH20,9606,752383.0,-1.1828611,-1.040658
H0Y4R1,9606,1027312.0,2.274644,-3.2093914
Q96PU4,9606,778401.0,-1.7180378,-0.6833422
A8MTF4,9606,0.0,-3.3114114,1.5222224
A0A087X1S6,9606,0.0,-1.4586849,-0.1659369
Q96AY4,9606,789525.0,-1.3308737,0.49844876
Q9H5Q4,9606,756021.0,-1.0745888,0.09499231
C9JQU7,9606,780310.0,-5.1473265,0.30554387
P36578,9606,802082.0,3.2219405,-0.7183674
Q5SYW2,9606,0.0,-2.803761,0.9879905
Q9P016,9606,805527.0,0.16114824,0.21466243
Q86VD1,9606,729705.0,-1.5329947,0.07926193
Q7Z7B1,9606,803525.0,-0.33905736,-4.142933
A0A024R6G5,9606,,-5.8783627,0.5166179
F8VZP4,9606,0.0,-3.3121667,0.04790003
Q8TEV9,9606,759288.0,-1.7357256,0.6580998
P22760,9606,794011.0,0.16030106,2.8792412
F5H1C8,9606,0.0,-1.4793161,1.6710436
Q6EIG7,9606,732096.0,-1.8795009,3.2724087
B1ALM4,9606,0.0,0.12084752,1.3447711
O14981,9606,803301.0,-1.3474296,-0.5882737
Q15761,9606,746380.0,-1.2721249,1.7898077
Q6XLA1,9606,,5.2702684,7.0445523
K7EKE6,9606,0.0,3.3000777,-3.1196291
C9JT45,9606,804892.0,2.1177676,-2.3735783
A0A2R8YD50,9606,0.0,2.097412,-2.0201807
H0Y875,9606,0.0,1.3905451,0.8089238
Q2M2Z5,9606,736653.0,-3.3030393,1.0598044
Q9Y5G9,9606,763064.0,-0.5230922,3.929732
Q9C0I3,9606,746570.0,-2.9951432,1.0253412
A0A348FV93,9606,0.0,-2.327378,1.2627741
Q70YC4,9606,737959.0,5.2441325,6.9969306
Q96N19,9606,793177.0,-1.1083719,1.5574795
Q9BYN8,9606,759282.0,-1.2031004,-2.9468768
Q15369,9606,804618.0,0.27666953,-0.8411513
A2AAZ6,9606,,-1.6848918,2.295697
O15033,9606,789350.0,0.31504515,0.5912301
Q12959,9606,795444.0,1.4316515,1.049279
Q9P0E6,9606,802436.0,-5.780987,0.65915906
O14497,9606,761121.0,-3.2459166,0.11065314
H0Y931,9606,0.0,-1.9190037,-0.22728884
Q92618,9606,747291.0,-3.7584708,1.0998932
A0A0A0MT09,9606,778635.0,-5.084305,0.13081889
P30046,9606,756325.0,1.8262379,-2.4540722
O95661,9606,727135.0,-0.96046376,-1.1181455
Q13153,9606,792940.0,-0.7911771,-0.8894454
O76009,9606,736545.0,-5.641098,-5.7981067
Q99758,9606,802754.0,-0.6194327,1.5194784
A0A3B3IRQ9,9606,0.0,-0.12210314,0.88393056
E9PFF5,9606,0.0,-0.88475394,0.35554034
Q5T8R3,9606,793048.0,-0.061210662,-5.765707
J9JIE5,9606,0.0,-3.5549018,1.1005486
A4QPB0,9606,793040.0,0.78727347,0.5424511
P08861,9606,794303.0,-1.0691042,4.2643642
Q5VVJ2,9606,785226.0,-0.50927126,0.9933236
Q13432,9606,801589.0,-4.2292676,-0.51455367
Q96LR4,9606,748254.0,-2.0279498,2.7502363
H3BLT9,9606,0.0,-1.5901628,1.6259148
O95833,9606,805789.0,0.25945893,-2.6005836
A0A087WTI6,9606,0.0,-3.9683623,0.70808923
Q96DT7,9606,748895.0,-3.4534454,0.77603644
Q9BPZ3,9606,758670.0,-6.0762815,-1.8793092
P10646,9606,739685.0,-2.1585848,2.7487307
Q9ULD5,9606,732597.0,-3.599758,1.4199426
Q96T53,9606,747210.0,-0.2680484,1.2730439
B4DHE8,9606,0.0,-2.6080098,-0.42045218
A0A0A0MSK4,9606,778536.0,0.36787406,1.4282295
Q7RTP6,9606,759669.0,0.31240052,1.276561
Q9ULV8,9606,795465.0,-0.3684763,1.5374314
A0A5H1ZRP5,9606,0.0,-0.011685519,-0.50791544
Q13501,9606,784190.0,-2.0899074,0.64484954
Q86WV2,9606,0.0,-1.020113,-3.3530369
Q8IZF3,9606,737081.0,-0.94894385,1.9984018
Q99697,9606,761491.0,-3.687252,0.7751451
P98194,9606,793026.0,0.023186143,-4.737599
Q05CH4,9606,,-1.6189514,1.6273044
Q9H6T3,9606,778200.0,-1.360595,-0.3921214
O15090,9606,745846.0,-3.6169436,0.72446084
A0A024R7P2,9606,,0.31888163,1.423869
O75078,9606,756321.0,1.0053059,1.7916806
Q6UWB4,9606,726668.0,-1.0679744,3.8652103
A0A0A0MRW6,9606,0.0,-0.2613214,1.5633218
P0C5J1,9606,814974.0,0.14399068,0.6063408
A0A087X0H5,9606,0.0,-1.9650408,3.0193605
P49917,9606,802437.0,0.12632759,-0.86918694
Q86WI3,9606,751374.0,-1.5641737,1.7407701
Q8N9I8,9606,,-3.482783,1.4728023
A0A2R8YFK5,9606,0.0,-4.1022453,-0.605244
A0A2R8Y6N0,9606,0.0,-1.8401842,-1.7757162
Q7Z465,9606,737837.0,-1.3147786,1.3708382
D0VY79,9606,747315.0,-3.2214885,0.52107555
Q9NP58,9606,801531.0,-0.9081633,-4.80442
P40426,9606,0.0,-3.5713408,0.25672492
F8VRD2,9606,777987.0,-2.1956062,-0.018110633
F5H0E3,9606,0.0,0.5769237,-0.61454344
P10155,9606,812449.0,1.1992786,0.8749407
Q9H019,9606,746145.0,-3.042622,0.6140991
F6Y2X3,9606,0.0,-1.9468645,0.8269937
P31948,9606,802529.0,0.55064666,-1.27987
A0A024RDE6,9606,,-4.6259484,0.1519186
P68363,9606,1028112.0,-10.3171215,6.421684
O75909,9606,794228.0,0.22361219,1.0719326
P59780,9606,0.0,2.064552,1.1299851
A0A5F9ZHW5,9606,0.0,-2.215201,0.8143723
P13725,9606,730424.0,-8.408632,-1.4862057
Q5VYD6,9606,0.0,-2.1318011,0.87593263
A0A024RC21,9606,728642.0,-3.6689887,0.9910237
Q14416,9606,789365.0,0.5352219,1.6255513
Q9BSA4,9606,795768.0,-0.66388315,1.424345
Q9UDX5,9606,802035.0,-0.9961865,-3.6245492
A0PK11,9606,758993.0,-0.7199972,-4.108746
Q70CQ2,9606,781564.0,-1.792739,-0.5362332
P24539,9606,831155.0,-1.0110487,-3.420664
E9PML7,9606,0.0,2.2109485,-1.1672482
Q9Y2M0,9606,811693.0,-0.5779634,0.9258354
Q9Y296,9606,789195.0,1.9694921,1.3402678
Q8TCD1,9606,737793.0,-1.7431333,0.56762755
A0A0B4J294,9606,0.0,2.0499432,1.3751591
Q13002,9606,813795.0,-0.12904423,2.3591821
A0A1C9HIH9,9606,732271.0,-1.7604942,2.6725147
Q8TE67,9606,746397.0,-1.4526495,1.162566
S4R303,9606,0.0,-3.449526,1.2456923
A0A024QZD1,9606,,2.8379247,-0.47076455
Q8N6S5,9606,729924.0,-1.637645,1.1990609
A0A2R8Y7L2,9606,0.0,1.8550808,-2.0257444
A0A024R5Q8,9606,,-1.9300956,-0.82611424
P50613,9606,801468.0,-0.06270044,-0.4937324
H7C0R2,9606,0.0,0.6847463,-0.9147884
E9PFK5,9606,0.0,-0.6883562,0.36226395
Q969I3,9606,752751.0,-0.4378935,-0.7837978
J3JS69,9606,1027245.0,-6.0148516,0.4575196
A0A1B0GWJ2,9606,0.0,-3.0892446,0.07636115
Q4G176,9606,792977.0,0.83577484,0.330175
P47775,9606,752708.0,0.64856696,-7.279743
O00144,9606,778376.0,0.64563644,1.6031332
Q5JW53,9606,754591.0,-2.989395,0.9253948
E7ESY0,9606,,-0.53765994,-1.0862827
Q6IAU5,9606,808330.0,-1.0863324,-0.77595085
Q9NTX7,9606,746382.0,-3.0516388,0.37646896
P17538,9606,794303.0,-1.0678605,4.192387
Q6ZRY4,9606,745668.0,1.7945478,1.4452955
O95741,9606,801877.0,0.88441867,-1.1276466
Q6UVY6,9606,804001.0,-0.33547035,2.9253943
P30926,9606,755417.0,0.93732125,2.4312005
X5DQN9,9606,745646.0,-3.3531349,0.44189677
A0A024R7L8,9606,,-1.0695238,-1.3686483
Q00688,9606,804774.0,-0.43787766,-2.1088543
Q59GP6,9606,739970.0,-2.3752172,0.878659
A0A024R9G7,9606,,-2.6286116,-0.60820323
Q13439,9606,761405.0,-2.151738,0.11253169
O95294,9606,803578.0,0.52258235,1.4531956
A0A024RB17,9606,,0.29225463,1.4568039
Q8N335,9606,1030684.0,2.323209,-1.0907758
Q6P1J6,9606,769352.0,-0.34413433,3.0108395
G4XUV3,9606,,3.3376577,-4.02825
Q9NRA2,9606,793048.0,-0.05089424,-5.7630196
O75175,9606,0.0,-3.1526115,-0.49549896
Q14962,9606,,5.27206,7.0189953
Q2KHT4,9606,0.0,-1.4942771,1.3219985
Q546G0,9606,723483.0,-1.8938584,3.1344047
Q00537,9606,789912.0,-0.99451417,-0.90395844
I3L0N3,9606,0.0,0.09291148,-1.064057
A0A140VK29,9606,802222.0,2.1485064,-0.1864566
Q96LT9,9606,815399.0,-1.913513,-0.22620372
Q8NDV7,9606,765480.0,-2.350645,0.8514683
A2VDJ0,9606,747316.0,-3.1761518,1.0319237
P60985,9606,729910.0,-2.7536309,2.7082338
Q13087,9606,802127.0,-0.31050715,2.325601
Q8NA61,9606,733265.0,-3.518853,1.4155487
Q6L8H4,9606,732109.0,-2.8191862,-0.20286675
Q92785,9606,0.0,-3.33635,-0.23833843
Q8NBZ7,9606,801706.0,0.5322901,-2.790287
Q8NDG6,9606,778204.0,-1.453332,-0.47307366
H0YKT6,9606,,-5.027971,0.11210405
A0A384P5S9,9606,0.0,-1.3109714,-0.5168775
P43250,9606,793157.0,0.56156397,1.3826542
A0A1W2PRV5,9606,,-1.8388327,0.57921684
P49757,9606,746071.0,-2.9920378,-0.5936507
O75342,9606,1033999.0,-0.9800993,0.5172468
A0A0C4DG26,9606,0.0,-1.8848656,1.0921508
Q6P988,9606,781575.0,0.7976051,1.7602369
Q9NQI0,9606,746012.0,-1.8622419,-1.2000865
Q6P1K1,9606,761048.0,-5.2427845,0.6084395
Q9Y534,9606,779918.0,-4.5931606,-0.80003387
Q96AP7,9606,746223.0,-1.459964,2.9749944
Q96BR5,9606,823279.0,-0.107438095,-1.3595431
C9JUL4,9606,801468.0,-2.202971,-1.1938329
P08567,9606,790250.0,-0.5345221,-0.99253184
Q96EK2,9606,748983.0,-2.9888399,0.87029624
Q6SPF0,9606,751276.0,-3.6293547,1.1931067
A0A087WTB0,9606,0.0,0.62609065,-1.2298037
J3QRY6,9606,0.0,0.807351,1.0484899
Q96AM1,9606,731717.0,-1.7845733,2.1133132
Q96HJ5,9606,730003.0,-1.8034955,2.0190833
A0A087WTK8,9606,0.0,-2.0109696,0.91217345
Q96KK3,9606,747068.0,-0.7998472,1.4625796
Q9HCN6,9606,728305.0,-1.905429,3.2550194
P32119,9606,1028804.0,2.3111506,-2.434048
Q0VGL1,9606,781422.0,-0.704237,-1.47892
Q6UWI4,9606,746461.0,-1.9767524,1.1209981
A0A3B3ITW3,9606,0.0,-0.89746374,-4.8601184
Q9HCB6,9606,773714.0,-0.6047924,2.6376133
E9PHX9,9606,803542.0,-5.8511558,0.6017639
Q16670,9606,726724.0,-4.2316923,2.219857
H0YKT2,9606,0.0,-3.617889,0.8240176
P19971,9606,1027329.0,1.3817666,-1.0588938
Q0D2M2,9606,801785.0,7.198004,4.902887
Q6P9G4,9606,727062.0,-1.8673143,2.8674955
H0Y803,9606,0.0,-3.477268,0.1414652
A8MXZ3,9606,747944.0,-2.9009552,-0.15769386
O14835,9606,0.0,-1.1712164,-1.9584074
A0A0S2Z3N3,9606,801957.0,0.5346011,0.6372171
Q71SY5,9606,780011.0,-1.8134462,0.84099174
Q9Y287,9606,756200.0,-1.8579134,-0.00053717516
Q6P9B9,9606,780107.0,-2.0523639,1.0572226
O75683,9606,746927.0,-1.7094625,0.9886172
C9JK89,9606,759135.0,-6.208918,-1.3264574
O00170,9606,794485.0,-0.08666092,-1.7530069
A0A1B0GWA8,9606,0.0,-3.333147,0.07410202
Q5BN46,9606,795705.0,-2.037612,-0.30735913
J3QRM1,9606,0.0,-1.4670337,0.30407515
V9GYT8,9606,780410.0,-5.6570716,0.30940259
J3QLL0,9606,,-1.079851,-0.5291842
Q6UXK2,9606,752341.0,-1.372319,2.2348132
E5KRK5,9606,1029495.0,2.1412337,-0.5904238
F8VS54,9606,777987.0,-1.9528404,0.028063765
J3KPP0,9606,0.0,-1.4605458,-0.32784766
H0Y9V7,9606,0.0,-0.017551856,-4.789985
Q12962,9606,793464.0,-1.8651372,1.0663882
A0A140VJN8,9606,0.0,-3.921796,-5.9306393
Q96DR7,9606,754018.0,-0.8890318,0.79165745
E9KL30,9606,801894.0,-1.9917729,8.746172
A0A024R7R0,9606,,-2.774597,1.0999684
A0A024R899,9606,,-1.8517796,0.718418
C9JQZ4,9606,801481.0,0.63394815,-0.90701777
Q9H9F9,9606,805799.0,0.88699853,1.4413121
Q9H6D7,9606,816082.0,-2.1687207,-0.3141098
Q8WWM9,9606,758975.0,1.1428337,1.4492085
O75129,9606,746239.0,-0.25409606,1.6260127
C9JTK6,9606,1033109.0,1.9464914,-3.4316266
Q9BZ29,9606,0.0,-0.51608104,-0.049285732
Q5T9C2,9606,778575.0,-1.9013008,0.43616846
A1A5B0,9606,0.0,-2.0249946,-0.7835692
Q9Y6C9,9606,789183.0,-1.2863327,-5.4610043
P49747,9606,786208.0,-0.9268115,3.3065984
B4E1B9,9606,761823.0,-1.3176274,2.6819105
V9GY73,9606,0.0,-3.3442903,0.8589014
P49810,9606,,-1.0867863,1.3454659
P78363,9606,802754.0,-0.81795937,1.3258955
A0A2U3TZM0,9606,0.0,-1.9326221,-1.5618973
F5H0Q6,9606,0.0,-1.7501632,0.6820996
L0R819,9606,767271.0,-3.0723674,-2.2734919
Q9NUB4,9606,730103.0,-3.5070083,1.5175012
B1AJU4,9606,754083.0,-0.26376948,1.3165873
Q8N122,9606,802773.0,1.9549285,1.3760228
B3KPJ4,9606,0.0,-2.058547,1.0459013
Q9UBF8,9606,806616.0,0.27700186,0.8078226
Q8TBB7,9606,0.0,-0.4346067,-1.4296964
H0Y2Y8,9606,0.0,-2.1843038,0.8481847
Q9HCZ1,9606,727830.0,-4.2596197,2.2581892
A6NGQ2,9606,727213.0,-1.2873974,1.2532378
P68366,9606,1028112.0,-10.3089075,6.413374
X6R4A7,9606,0.0,-3.270061,0.75122404
Q96PS8,9606,793167.0,0.43728498,-5.983788
P19113,9606,805243.0,-0.46513283,-0.32398042
B1ALM5,9606,0.0,0.75380653,1.4662968
Q86VZ6,9606,780026.0,0.3521116,1.1445506
Q9NWZ5,9606,803366.0,1.072882,-1.7469699
P16118,9606,1033178.0,1.2139374,-1.6702577
O00189,9606,801701.0,0.09628364,0.0021013217
P59510,9606,786540.0,-0.73339087,2.9907088
A0A024R5C5,9606,,2.2437909,-1.4689283
Q13765,9606,0.0,-0.9001748,-1.4198625
Q9NZN4,9606,802091.0,0.3506748,-1.4006594
P03973,9606,736724.0,-2.0340037,2.9428985
Q53FR4,9606,802514.0,0.66963696,0.16679049
B4DZN7,9606,1027592.0,0.91947144,1.3216149
E5RK82,9606,0.0,-7.6673794,2.1886754
