EntryID,taxonomyID,taxon_name,umap_x,umap_y,kmeans_cluster
Q6NKU9,3702,A. thaliana,9.9006605,10.112362,16
P34791,3702,A. thaliana,2.7293353,3.3096433,8
Q8W491,3702,A. thaliana,9.654948,11.183378,14
Q8VZR8,3702,A. thaliana,9.742675,9.86289,14
Q9LHS9,3702,A. thaliana,13.23194,13.670576,15
F4JZL7,3702,A. thaliana,10.776421,10.953699,1
Q9ZPF5,3702,A. thaliana,5.2183876,13.10746,11
Q940J8,3702,A. thaliana,10.456943,8.370737,11
Q9LN09,3702,A. thaliana,10.451731,15.728292,1
O23299,3702,A. thaliana,7.474491,10.481303,8
Q8LFR2,3702,A. thaliana,9.716356,14.712562,15
Q9LYK2,3702,A. thaliana,12.612551,8.722711,12
Q9SUE0,3702,A. thaliana,9.312852,10.088633,11
Q681Y3,3702,A. thaliana,9.966495,9.133042,9
Q9SX96,3702,A. thaliana,9.5122795,8.738804,16
Q42533,3702,A. thaliana,8.192311,12.181741,7
Q8W485,3702,A. thaliana,8.53031,10.705414,7
Q9ZVZ9,3702,A. thaliana,9.033354,10.535689,19
Q6DSU1,3702,A. thaliana,13.096832,13.488273,11
Q9SZ66,3702,A. thaliana,8.662196,13.470127,7
P54887,3702,A. thaliana,7.845223,9.283156,14
Q9SGI3,3702,A. thaliana,8.910406,10.999019,17
Q94B38,3702,A. thaliana,10.352394,10.680671,9
Q9ZQ46,3702,A. thaliana,10.440228,9.00965,17
F4JGL5,3702,A. thaliana,10.639963,9.081235,14
Q9C7J5,3702,A. thaliana,9.500519,10.174601,6
Q9LX85,3702,A. thaliana,13.189333,13.547304,7
Q84TI7,3702,A. thaliana,7.6999426,13.987702,11
O23661,3702,A. thaliana,7.0895443,13.551747,17
P38025,3702,A. thaliana,9.202846,12.700982,7
Q0V7S0,3702,A. thaliana,14.615759,5.164531,4
Q9FKH6,3702,A. thaliana,4.39874,12.237154,17
P30187,3702,A. thaliana,4.5018167,5.440808,7
Q9XFB1,3702,A. thaliana,13.114463,13.435223,6
O22914,3702,A. thaliana,9.431225,10.234596,6
F4KAQ2,3702,A. thaliana,9.187453,14.453597,19
F4IV16,3702,A. thaliana,11.269791,12.710599,15
Q9C7I9,3702,A. thaliana,11.831034,11.478552,10
Q84MA3,3702,A. thaliana,6.6618514,10.126826,8
Q94AQ8,3702,A. thaliana,8.380134,8.727014,15
Q29PT3,3702,A. thaliana,13.223681,13.510805,7
Q9ZPI5,3702,A. thaliana,7.834955,11.10709,7
Q9ASW1,3702,A. thaliana,7.5421643,10.193513,14
Q9M1C2,3702,A. thaliana,9.772339,10.034467,14
Q9SJ52,3702,A. thaliana,9.637512,9.3981495,17
Q9C6Y8,3702,A. thaliana,5.8923845,10.078565,10
Q9FXG8,3702,A. thaliana,11.224759,9.482028,14
Q9C9M7,3702,A. thaliana,7.7047276,9.431188,5
F4IYB7,3702,A. thaliana,9.837175,9.80578,16
O82799,3702,A. thaliana,3.1557653,15.976053,8
P56798,3702,A. thaliana,12.596177,9.492873,12
Q6GKU7,3702,A. thaliana,10.188887,12.624962,8
F4JTQ0,3702,A. thaliana,6.998933,10.4110565,5
Q9LZV3,3702,A. thaliana,7.3425503,9.643098,8
Q4PSR7,3702,A. thaliana,13.141748,13.59827,15
Q9C6D2,3702,A. thaliana,12.541652,13.120254,9
Q8L746,3702,A. thaliana,6.8592296,8.335948,5
Q00762,3702,A. thaliana,13.330575,12.111395,6
Q6DBH2,3702,A. thaliana,8.712578,15.235293,2
Q8LAT0,3702,A. thaliana,9.656268,10.076037,14
Q9XIM0,3702,A. thaliana,9.4131155,10.243139,11
Q9SGW5,3702,A. thaliana,8.99039,9.139906,8
Q9ZVI9,3702,A. thaliana,5.6004543,10.147478,10
F4I082,3702,A. thaliana,13.367725,12.03421,1
Q9XIS1,3702,A. thaliana,12.9050665,13.24783,11
Q9LFN6,3702,A. thaliana,12.491693,4.2197046,9
Q8W569,3702,A. thaliana,11.175168,9.507859,14
Q8GX77,3702,A. thaliana,12.885031,13.188584,11
Q9M098,3702,A. thaliana,9.820524,10.081495,14
Q9FFC0,3702,A. thaliana,10.42082,15.808068,7
F4KC57,3702,A. thaliana,20.594315,8.419497,16
Q9ZVN9,3702,A. thaliana,14.569678,5.1631513,17
Q9CAT4,3702,A. thaliana,11.087607,10.54007,16
Q9FF78,3702,A. thaliana,8.288162,12.847666,11
F4HXZ8,3702,A. thaliana,5.6091123,10.5638075,1
Q4PSD1,3702,A. thaliana,8.743675,9.1759205,6
Q9M2Z4,3702,A. thaliana,9.360278,12.722563,11
O22912,3702,A. thaliana,7.1645393,14.272996,11
Q9FFT4,3702,A. thaliana,10.707796,9.925196,16
Q9SVL0,3702,A. thaliana,13.079581,13.541559,15
O49303,3702,A. thaliana,10.32296,10.974941,17
Q9SG91,3702,A. thaliana,12.821584,11.026514,16
Q9S834,3702,A. thaliana,19.045345,8.82115,1
Q9LRX8,3702,A. thaliana,5.36187,13.137212,7
Q9SUQ9,3702,A. thaliana,8.8328085,11.372189,7
Q9SUZ8,3702,A. thaliana,12.4042015,11.154398,9
Q94AL6,3702,A. thaliana,12.815451,10.998873,16
Q9LFE2,3702,A. thaliana,7.242167,11.564429,11
Q9C8T3,3702,A. thaliana,6.7626147,9.969665,8
Q9C864,3702,A. thaliana,8.967532,13.064092,11
Q8VYP0,3702,A. thaliana,13.19631,13.458046,15
O82754,3702,A. thaliana,8.221997,12.012033,11
Q8GXS3,3702,A. thaliana,10.1307,10.72963,8
O80458,3702,A. thaliana,8.618497,16.446005,2
Q9LIB2,3702,A. thaliana,6.815895,10.680139,6
O49298,3702,A. thaliana,11.029569,7.9666615,13
Q9M682,3702,A. thaliana,11.518021,15.01392,15
O04469,3702,A. thaliana,7.472966,10.479913,8
Q9C901,3702,A. thaliana,11.50509,10.715757,16
Q0WMY5,3702,A. thaliana,8.625353,13.301362,11
Q8VY97,3702,A. thaliana,8.65323,11.6286,7
Q9ZPH4,3702,A. thaliana,10.983534,13.278626,9
Q9LF80,3702,A. thaliana,5.62521,9.700271,10
Q9LYA9,3702,A. thaliana,11.5232115,9.743326,12
