EntryID,taxonomyID,taxon_name,umap_x,umap_y,kmeans_cluster
O48773,3702,A. thaliana,-0.33534628,1.1973486,7
Q9LNV9,3702,A. thaliana,2.3772624,-0.8742315,17
F4K0Y2,3702,A. thaliana,-7.166072,-3.8551185,7
Q08467,3702,A. thaliana,-0.017283378,4.7180295,2
Q9FMA3,3702,A. thaliana,1.22697,-0.4402736,1
F4KAB8,3702,A. thaliana,-0.38138935,2.8892252,12
P93050,3702,A. thaliana,-1.5377405,1.4334089,7
Q9C616,3702,A. thaliana,3.3103237,2.3935971,13
Q8VYK9,3702,A. thaliana,-4.7239914,0.036142033,19
Q9SYG1,3702,A. thaliana,0.6547487,3.6311288,12
Q9SXY1,3702,A. thaliana,-3.2643347,0.086280026,16
Q9M219,3702,A. thaliana,-1.3880547,1.6603886,7
Q9SP32,3702,A. thaliana,-2.5424855,2.0999305,1
Q8LBH2,3702,A. thaliana,-4.718348,0.112583034,1
Q8VZV7,3702,A. thaliana,0.22169247,-0.61824614,5
B3H5D3,3702,A. thaliana,1.0982966,5.8689313,14
Q9FMC8,3702,A. thaliana,3.0490985,4.45778,18
Q9SF40,3702,A. thaliana,3.1395078,4.5010056,18
Q6NM29,3702,A. thaliana,-0.832927,1.7878681,1
F4J7A7,3702,A. thaliana,-4.316116,-3.025866,19
P0DI12,3702,A. thaliana,-1.945873,0.4121187,16
Q8LB65,3702,A. thaliana,0.31581196,-0.08996977,17
Q8L9T7,3702,A. thaliana,0.7200608,1.5403434,17
Q38870,3702,A. thaliana,-3.3221703,1.3043127,13
Q9ZVX2,3702,A. thaliana,1.3230301,4.187981,2
Q0WVH0,3702,A. thaliana,-0.5664691,2.0860791,17
Q94KI8,3702,A. thaliana,3.889064,0.84953564,13
Q9T069,3702,A. thaliana,1.3540205,-0.3523652,17
F4JQF1,3702,A. thaliana,3.2533848,-0.22372578,19
P41151,3702,A. thaliana,0.94499475,3.859915,2
Q66GN3,3702,A. thaliana,-1.624011,1.5749693,0
Q94AR6,3702,A. thaliana,3.0120873,4.4888697,2
Q9LV81,3702,A. thaliana,2.282315,0.90924066,15
Q9M9P4,3702,A. thaliana,0.92612183,4.0655184,11
Q8RXC2,3702,A. thaliana,1.5768964,1.0257242,12
O82179,3702,A. thaliana,0.8729126,-0.6539612,15
F4JIR2,3702,A. thaliana,-3.225334,2.1201882,17
Q00218,3702,A. thaliana,-8.115213,0.6446047,8
Q9M9M4,3702,A. thaliana,-0.9504062,4.3584113,18
P0DH97,3702,A. thaliana,-4.6379027,-3.6084874,19
Q9S7W5,3702,A. thaliana,3.2188845,4.435508,18
Q94BP3,3702,A. thaliana,1.4457805,4.7730193,2
Q84WB7,3702,A. thaliana,1.1113976,0.9739653,17
Q9T080,3702,A. thaliana,1.6327518,1.0540935,1
Q9SEZ3,3702,A. thaliana,-0.6388998,2.4264684,19
Q9XIN6,3702,A. thaliana,0.4958356,0.21266513,12
Q9LYJ2,3702,A. thaliana,-0.2300221,-0.20274584,5
P46310,3702,A. thaliana,-2.1546614,-1.3305954,13
Q9FY60,3702,A. thaliana,-3.8028672,-1.7354012,13
Q9SHF3,3702,A. thaliana,2.4874191,1.2127174,1
Q940S0,3702,A. thaliana,2.9938507,-1.8469987,9
Q9LZJ8,3702,A. thaliana,-2.420197,2.2596202,8
Q8W4J2,3702,A. thaliana,2.1577628,2.9112113,17
Q9ZUC4,3702,A. thaliana,-2.7947156,-1.2651858,4
F4I0W7,3702,A. thaliana,1.0488573,-2.3344562,15
Q8RY25,3702,A. thaliana,-1.9096361,4.8245273,8
O82659,3702,A. thaliana,-4.4913006,-3.339748,19
Q3ECE3,3702,A. thaliana,0.8591313,4.6913004,2
Q9M1S8,3702,A. thaliana,2.9160395,1.5814797,17
Q8VXY0,3702,A. thaliana,1.0309209,4.13722,2
Q84XV2,3702,A. thaliana,3.0200825,-2.0363562,9
Q9M159,3702,A. thaliana,0.80050313,4.398191,2
Q94ID6,3702,A. thaliana,3.1640236,4.612775,18
P0DH99,3702,A. thaliana,-2.0466278,0.45283264,16
P48623,3702,A. thaliana,-2.7852244,-0.84620357,4
Q9LKC0,3702,A. thaliana,-1.3357788,-0.43792215,13
P93006,3702,A. thaliana,-2.651586,-0.34828463,13
F4K2F0,3702,A. thaliana,-2.747265,-2.1747832,0
Q9LHD2,3702,A. thaliana,-1.1962024,-0.7855576,13
O81270,3702,A. thaliana,0.6239799,-0.6963377,15
A7XGN8,3702,A. thaliana,-1.940694,0.58739847,16
O64725,3702,A. thaliana,2.4170012,2.6734593,6
Q9XFH4,3702,A. thaliana,2.4623709,-0.15394813,17
Q94A06,3702,A. thaliana,1.1473982,3.9836059,2
Q84K90,3702,A. thaliana,-1.1211525,0.44242242,8
Q9SX65,3702,A. thaliana,-0.1561683,-1.1824431,5
Q9FI79,3702,A. thaliana,-1.0061725,3.319637,6
Q93VS8,3702,A. thaliana,0.81824666,-0.6148268,15
Q8L440,3702,A. thaliana,-0.18739244,-3.689451,19
F4JQ90,3702,A. thaliana,-2.8519256,2.3155172,17
Q0WMT6,3702,A. thaliana,0.8767292,3.6170652,12
Q8RWY5,3702,A. thaliana,-0.6704883,-1.2379582,5
Q8L638,3702,A. thaliana,0.8376849,-0.71588,16
Q39023,3702,A. thaliana,1.166527,5.984078,14
P29381,3702,A. thaliana,3.7180362,5.1451545,17
Q9S7P5,3702,A. thaliana,-0.88101816,2.3785343,17
Q8LD27,3702,A. thaliana,3.1700242,-9.200543,15
O04192,3702,A. thaliana,1.2116773,-0.49270907,1
Q8LBF1,3702,A. thaliana,-0.58225334,2.4277503,17
Q9LW20,3702,A. thaliana,0.6569555,-0.94163805,10
Q9SV72,3702,A. thaliana,2.9302588,4.367244,8
Q9SA82,3702,A. thaliana,-4.3996077,-3.17165,17
P42645,3702,A. thaliana,1.4140605,3.655747,12
O49347,3702,A. thaliana,0.36423534,-0.023184028,12
Q0WR66,3702,A. thaliana,1.1916019,2.6626594,11
Q9LV46,3702,A. thaliana,2.7079523,2.1464148,5
F4IEU4,3702,A. thaliana,-4.6126647,-3.5793903,19
Q9ZV18,3702,A. thaliana,-0.22907701,0.48723412,15
Q9FGG2,3702,A. thaliana,-1.1998808,3.3387673,6
Q8W104,3702,A. thaliana,-0.69849634,0.26176226,1
Q8LGI2,3702,A. thaliana,-0.014026581,3.3703566,19
F4I403,3702,A. thaliana,3.0650349,-1.3498106,9
O82234,3702,A. thaliana,2.8377614,1.5322671,17
Q9SU38,3702,A. thaliana,-1.4453243,-1.3181543,13
Q9FLH0,3702,A. thaliana,-1.6466793,-1.2480263,13
Q8VY15,3702,A. thaliana,0.9007487,1.7083092,1
Q9SDQ4,3702,A. thaliana,-4.4951396,0.03643092,5
F4JGU5,3702,A. thaliana,-2.9033406,-0.046315927,16
Q9M0I0,3702,A. thaliana,-0.40844664,0.3818398,1
P42732,3702,A. thaliana,0.049452733,-0.49163505,16
Q84K52,3702,A. thaliana,3.0248778,4.6041155,2
Q9SA14,3702,A. thaliana,-1.4232248,4.0763125,17
Q9C9Z3,3702,A. thaliana,1.7662671,-0.32907906,17
F4JKH6,3702,A. thaliana,-2.3918223,-0.6710295,5
O65502,3702,A. thaliana,0.73335576,0.49783418,19
Q8GZ43,3702,A. thaliana,-0.7890743,-2.923588,15
Q8LDV3,3702,A. thaliana,0.14513862,-0.17060691,6
Q6AWV7,3702,A. thaliana,0.24945498,3.973999,2
Q9MAT6,3702,A. thaliana,-2.2568963,-1.9253172,3
Q9LY49,3702,A. thaliana,7.2560143,-3.1219368,19
Q9FFP1,3702,A. thaliana,6.7895465,1.1046841,19
F4KCE9,3702,A. thaliana,2.526916,-1.1835798,15
Q9C9K7,3702,A. thaliana,1.1037484,0.56759244,17
Q9FK88,3702,A. thaliana,3.4756434,3.6043963,7
A4FVP2,3702,A. thaliana,1.8981453,-2.6849475,13
Q9LR78,3702,A. thaliana,0.9724078,3.0186014,11
